Wien-Alter-Ausländische Herkunft | Vienna-Age-Foreign Background;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;AGE;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_ROU;POP_HUN;POP_SYR;POP_RUS;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;.;.;1;52;10902;679;452;209;442;262;94;111;12;58;1486;7097;20100101
AT1;AT13;AT130;.;.;1;53;10459;700;655;187;433;294;94;115;11;48;1414;6508;20100101
AT1;AT13;AT130;.;.;1;54;9826;716;592;202;489;281;103;156;13;49;1306;5919;20100101
AT1;AT13;AT130;.;.;1;55;9276;778;439;161;400;305;69;142;10;37;1313;5622;20100101
AT1;AT13;AT130;.;.;1;56;8818;807;348;155;400;317;71;161;5;36;1200;5318;20100101
AT1;AT13;AT130;.;.;1;57;8870;1005;294;120;352;388;74;103;9;35;1191;5299;20100101
AT1;AT13;AT130;.;.;1;58;8356;868;243;138;328;296;71;108;6;24;1084;5190;20100101
AT1;AT13;AT130;.;.;1;59;8829;1008;399;124;257;328;63;98;8;26;1073;5445;20100101
AT1;AT13;AT130;.;.;1;60;8992;878;309;111;288;283;49;101;7;43;954;5969;20100101
AT1;AT13;AT130;.;.;1;61;9799;828;280;158;220;231;50;100;11;32;959;6930;20100101
AT1;AT13;AT130;.;.;1;62;9976;697;275;191;164;199;46;102;11;28;798;7465;20100101
AT1;AT13;AT130;.;.;1;63;7607;488;220;235;162;215;59;83;5;37;776;5327;20100101
AT1;AT13;AT130;.;.;1;64;7120;356;228;375;113;110;27;85;18;25;825;4958;20100101
AT1;AT13;AT130;.;.;1;65;9158;450;167;342;149;133;42;88;8;19;950;6810;20100101
AT1;AT13;AT130;.;.;1;66;8977;399;127;285;127;102;42;80;15;19;838;6943;20100101
AT1;AT13;AT130;.;.;1;67;8434;362;136;263;96;91;40;79;18;15;754;6580;20100101
AT1;AT13;AT130;.;.;1;68;9308;316;118;260;71;101;41;72;8;24;798;7499;20100101
AT1;AT13;AT130;.;.;1;69;9502;278;106;266;53;94;28;76;9;32;738;7822;20100101
AT1;AT13;AT130;.;.;1;70;8816;256;95;251;69;74;51;73;12;17;628;7290;20100101
AT1;AT13;AT130;.;.;1;71;5269;201;91;160;33;68;41;73;11;35;534;4022;20100101
AT1;AT13;AT130;.;.;1;72;4449;205;75;146;31;64;32;80;13;23;519;3261;20100101
AT1;AT13;AT130;.;.;1;73;4105;166;54;103;38;51;36;81;7;16;479;3074;20100101
AT1;AT13;AT130;.;.;1;74;3936;144;54;114;36;32;27;57;6;19;443;3004;20100101
AT1;AT13;AT130;.;.;1;75;3686;142;57;81;33;39;25;49;1;13;414;2832;20100101
AT1;AT13;AT130;.;.;1;76;3671;119;54;51;25;31;26;50;4;5;336;2970;20100101
AT1;AT13;AT130;.;.;1;77;3669;102;56;35;29;19;19;40;3;8;348;3010;20100101
AT1;AT13;AT130;.;.;1;78;3445;115;28;45;16;19;25;34;3;6;315;2839;20100101
AT1;AT13;AT130;.;.;1;79;3545;86;33;50;19;12;22;51;0;7;313;2952;20100101
AT1;AT13;AT130;.;.;1;80;3180;82;11;43;19;12;26;46;1;3;261;2676;20100101
AT1;AT13;AT130;.;.;1;81;3084;52;19;50;15;14;16;30;0;6;254;2628;20100101
AT1;AT13;AT130;.;.;1;82;2756;41;14;30;12;13;23;32;1;2;226;2362;20100101
AT1;AT13;AT130;.;.;1;83;2520;39;10;25;14;3;22;27;1;3;186;2190;20100101
AT1;AT13;AT130;.;.;1;84;2302;19;6;29;15;5;22;23;1;3;185;1994;20100101
AT1;AT13;AT130;.;.;1;85;1959;19;8;20;18;5;17;21;0;3;145;1703;20100101
AT1;AT13;AT130;.;.;1;86;1739;20;1;26;17;3;18;24;0;1;150;1479;20100101
AT1;AT13;AT130;.;.;1;87;1529;18;3;21;10;1;15;21;1;0;149;1290;20100101
AT1;AT13;AT130;.;.;1;88;1125;12;5;13;8;5;17;14;0;2;100;949;20100101
AT1;AT13;AT130;.;.;1;89;960;11;2;26;16;1;8;16;0;0;91;789;20100101
AT1;AT13;AT130;.;.;1;90;642;8;0;20;7;1;6;13;0;0;81;506;20100101
AT1;AT13;AT130;.;.;1;91;364;0;1;7;1;1;3;10;0;2;39;300;20100101
AT1;AT13;AT130;.;.;1;92;278;1;1;7;4;0;4;3;0;1;28;229;20100101
AT1;AT13;AT130;.;.;1;93;224;1;0;9;2;1;3;3;0;2;19;184;20100101
AT1;AT13;AT130;.;.;1;94;175;0;2;4;0;1;3;2;0;0;16;147;20100101
AT1;AT13;AT130;.;.;1;95;195;1;0;6;1;1;2;6;0;1;17;160;20100101
AT1;AT13;AT130;.;.;1;96;121;1;0;0;1;0;1;2;0;0;8;108;20100101
AT1;AT13;AT130;.;.;1;97;76;1;0;1;0;0;0;2;0;1;5;66;20100101
AT1;AT13;AT130;.;.;1;98;42;1;0;0;0;0;0;1;0;0;1;39;20100101
AT1;AT13;AT130;.;.;1;99;37;0;0;0;0;0;1;0;0;0;4;32;20100101
AT1;AT13;AT130;.;.;1;100;17;0;0;0;0;0;0;0;0;0;1;16;20100101
AT1;AT13;AT130;.;.;1;101;8;0;0;0;0;0;0;0;0;0;0;8;20100101
AT1;AT13;AT130;.;.;1;102;4;0;0;0;0;0;0;1;0;0;1;2;20100101
AT1;AT13;AT130;.;.;1;103;1;0;0;0;0;0;0;0;0;0;0;1;20100101
AT1;AT13;AT130;.;.;1;104;1;0;0;0;0;0;0;0;0;1;0;0;20100101
AT1;AT13;AT130;.;.;1;106;1;0;0;0;0;0;0;0;0;0;0;1;20100101
AT1;AT13;AT130;.;.;2;0;8515;363;284;190;173;64;147;42;2;67;1059;6124;20110101
AT1;AT13;AT130;.;.;2;1;8299;341;286;196;225;86;124;46;3;79;1035;5878;20110101
AT1;AT13;AT130;.;.;2;2;8316;327;280;193;193;53;115;39;4;69;1035;6008;20110101
AT1;AT13;AT130;.;.;2;3;8220;349;253;184;181;76;100;49;3;78;920;6027;20110101
AT1;AT13;AT130;.;.;2;4;8353;349;232;176;178;56;76;30;7;109;913;6227;20110101
AT1;AT13;AT130;.;.;2;5;7987;326;219;145;139;72;83;28;1;82;815;6077;20110101
AT1;AT13;AT130;.;.;2;6;7837;311;223;137;118;56;80;30;5;103;768;6006;20110101
AT1;AT13;AT130;.;.;2;7;7654;308;228;115;99;72;58;17;1;89;775;5892;20110101
AT1;AT13;AT130;.;.;2;8;7837;266;243;136;97;75;42;21;2;108;783;6064;20110101
AT1;AT13;AT130;.;.;2;9;7559;276;280;125;104;89;51;21;0;92;771;5750;20110101
AT1;AT13;AT130;.;.;2;10;7701;317;306;103;92;107;65;20;4;75;831;5781;20110101
AT1;AT13;AT130;.;.;2;11;7432;306;298;80;103;87;56;26;3;83;763;5627;20110101
AT1;AT13;AT130;.;.;2;12;7526;327;318;100;105;122;50;22;2;87;808;5585;20110101
AT1;AT13;AT130;.;.;2;13;7620;338;302;102;104;102;58;28;3;83;832;5668;20110101
AT1;AT13;AT130;.;.;2;14;7914;336;320;93;114;104;73;26;5;72;865;5906;20110101
AT1;AT13;AT130;.;.;2;15;7894;350;319;85;87;101;63;23;2;68;813;5983;20110101
AT1;AT13;AT130;.;.;2;16;8128;336;340;87;121;110;54;25;3;67;839;6146;20110101
AT1;AT13;AT130;.;.;2;17;8128;349;306;88;105;95;57;18;0;63;786;6261;20110101
AT1;AT13;AT130;.;.;2;18;8742;419;344;76;110;143;53;32;2;74;875;6614;20110101
AT1;AT13;AT130;.;.;2;19;10155;416;499;170;106;244;166;70;4;88;1162;7230;20110101
AT1;AT13;AT130;.;.;2;20;10988;510;577;262;137;264;234;72;5;98;1393;7436;20110101
AT1;AT13;AT130;.;.;2;21;11604;534;702;400;151;344;269;69;5;94;1596;7440;20110101
AT1;AT13;AT130;.;.;2;22;12308;617;732;414;212;360;341;108;10;107;1804;7603;20110101
AT1;AT13;AT130;.;.;2;23;12496;692;765;482;252;353;361;96;6;109;1922;7458;20110101
AT1;AT13;AT130;.;.;2;24;12748;660;811;531;269;362;362;96;8;121;2122;7406;20110101
AT1;AT13;AT130;.;.;2;25;12971;733;807;567;354;389;306;126;12;115;2153;7409;20110101
AT1;AT13;AT130;.;.;2;26;13516;733;784;586;357;442;350;128;11;123;2308;7694;20110101
AT1;AT13;AT130;.;.;2;27;13757;716;765;581;451;421;291;160;11;147;2461;7753;20110101
AT1;AT13;AT130;.;.;2;28;14027;732;737;599;430;338;302;144;9;127;2490;8119;20110101
AT1;AT13;AT130;.;.;2;29;14098;781;824;595;468;391;361;181;16;174;2505;7802;20110101
AT1;AT13;AT130;.;.;2;30;13608;766;791;583;484;347;373;158;17;172;2581;7336;20110101
AT1;AT13;AT130;.;.;2;31;12725;761;744;572;481;320;339;175;21;147;2439;6726;20110101
AT1;AT13;AT130;.;.;2;32;12494;760;759;477;519;292;355;201;11;134;2387;6599;20110101
AT1;AT13;AT130;.;.;2;33;12395;803;742;466;474;298;328;205;24;148;2524;6383;20110101
AT1;AT13;AT130;.;.;2;34;12221;811;680;500;480;319;326;162;13;138;2481;6311;20110101
AT1;AT13;AT130;.;.;2;35;12493;797;734;454;480;325;307;207;15;135;2437;6602;20110101
AT1;AT13;AT130;.;.;2;36;12842;828;857;411;411;370;321;193;16;140;2380;6915;20110101
AT1;AT13;AT130;.;.;2;37;12678;825;918;403;389;395;230;152;20;111;2433;6802;20110101
AT1;AT13;AT130;.;.;2;38;13058;900;856;408;401;410;273;133;16;139;2378;7144;20110101
AT1;AT13;AT130;.;.;2;39;13307;946;771;349;448;496;245;155;12;135;2318;7432;20110101
AT1;AT13;AT130;.;.;2;40;13653;963;826;419;431;443;242;166;20;123;2343;7677;20110101
AT1;AT13;AT130;.;.;2;41;13911;995;728;337;352;487;248;156;13;114;2192;8289;20110101
AT1;AT13;AT130;.;.;2;42;14398;909;666;357;399;469;289;134;17;103;2104;8951;20110101
AT1;AT13;AT130;.;.;2;43;13954;848;512;396;334;457;271;149;22;114;1975;8876;20110101
AT1;AT13;AT130;.;.;2;44;13982;788;757;361;374;454;134;91;8;88;1965;8962;20110101
AT1;AT13;AT130;.;.;2;45;13856;776;795;337;383;453;153;91;8;103;1896;8861;20110101
AT1;AT13;AT130;.;.;2;46;13820;723;706;327;314;404;141;95;18;109;1871;9112;20110101
AT1;AT13;AT130;.;.;2;47;13824;745;622;328;333;417;128;89;20;88;1791;9263;20110101
AT1;AT13;AT130;.;.;2;48;13320;710;539;323;341;370;124;81;6;78;1788;8960;20110101
AT1;AT13;AT130;.;.;2;49;12832;775;467;294;392;371;109;85;10;92;1504;8733;20110101
AT1;AT13;AT130;.;.;2;50;12570;746;669;240;409;380;120;70;12;86;1546;8292;20110101
AT1;AT13;AT130;.;.;2;51;12093;747;489;253;452;337;106;80;9;78;1525;8017;20110101
AT1;AT13;AT130;.;.;2;52;11482;700;435;215;461;371;123;91;11;72;1421;7582;20110101
AT1;AT13;AT130;.;.;2;53;11110;734;359;208;494;327;113;92;14;64;1431;7274;20110101
AT1;AT13;AT130;.;.;2;54;11332;870;474;201;435;392;128;121;19;73;1497;7122;20110101
AT1;AT13;AT130;.;.;2;55;10636;976;466;195;481;382;87;146;9;62;1374;6458;20110101
AT1;AT13;AT130;.;.;2;56;10197;1093;375;191;426;388;103;158;5;65;1317;6076;20110101
AT1;AT13;AT130;.;.;2;57;9833;1107;322;203;393;399;68;148;3;42;1285;5863;20110101
AT1;AT13;AT130;.;.;2;58;9719;1104;309;184;411;387;94;127;5;67;1268;5763;20110101
AT1;AT13;AT130;.;.;2;59;9166;959;201;173;327;268;77;114;3;50;1168;5826;20110101
AT1;AT13;AT130;.;.;2;60;9676;1039;325;162;322;279;93;113;3;50;1130;6160;20110101
AT1;AT13;AT130;.;.;2;61;9987;898;231;198;242;315;83;121;2;44;1087;6766;20110101
AT1;AT13;AT130;.;.;2;62;10809;866;229;179;259;228;69;149;5;31;1079;7715;20110101
AT1;AT13;AT130;.;.;2;63;11394;705;184;236;212;201;51;149;3;53;1061;8539;20110101
AT1;AT13;AT130;.;.;2;64;8526;491;171;285;175;159;51;138;8;58;912;6078;20110101
AT1;AT13;AT130;.;.;2;65;8435;407;178;411;158;126;49;102;2;42;997;5963;20110101
AT1;AT13;AT130;.;.;2;66;10710;431;133;377;219;117;51;130;2;32;1127;8091;20110101
AT1;AT13;AT130;.;.;2;67;10547;406;99;368;182;109;62;105;3;17;970;8226;20110101
AT1;AT13;AT130;.;.;2;68;9841;393;104;357;142;95;49;116;2;16;934;7633;20110101
AT1;AT13;AT130;.;.;2;69;11070;369;89;368;121;97;59;96;0;34;887;8950;20110101
AT1;AT13;AT130;.;.;2;70;11515;346;108;410;105;94;59;82;1;40;823;9447;20110101
AT1;AT13;AT130;.;.;2;71;10732;325;79;303;104;80;63;75;5;23;705;8970;20110101
AT1;AT13;AT130;.;.;2;72;6513;239;72;222;64;90;46;71;5;24;548;5132;20110101
AT1;AT13;AT130;.;.;2;73;5449;238;75;186;82;62;40;79;2;39;549;4097;20110101
AT1;AT13;AT130;.;.;2;74;5284;255;37;148;67;62;45;67;4;20;504;4075;20110101
AT1;AT13;AT130;.;.;2;75;5171;205;46;132;65;60;34;51;3;19;522;4034;20110101
AT1;AT13;AT130;.;.;2;76;5180;215;39;114;68;31;40;52;3;15;487;4116;20110101
AT1;AT13;AT130;.;.;2;77;5250;182;57;99;54;41;32;57;0;14;483;4231;20110101
AT1;AT13;AT130;.;.;2;78;5465;190;57;87;50;33;35;40;2;8;484;4479;20110101
AT1;AT13;AT130;.;.;2;79;5470;159;25;78;48;26;31;52;0;7;455;4589;20110101
AT1;AT13;AT130;.;.;2;80;5562;165;30;71;45;20;20;51;2;10;469;4679;20110101
AT1;AT13;AT130;.;.;2;81;5230;118;26;96;48;22;39;42;2;5;414;4418;20110101
AT1;AT13;AT130;.;.;2;82;5118;100;19;70;40;18;21;49;0;11;393;4397;20110101
AT1;AT13;AT130;.;.;2;83;4917;73;17;72;39;17;31;44;0;7;410;4207;20110101
AT1;AT13;AT130;.;.;2;84;5172;81;16;118;54;17;44;43;0;13;441;4345;20110101
AT1;AT13;AT130;.;.;2;85;5010;76;11;173;52;8;42;45;1;8;375;4219;20110101
AT1;AT13;AT130;.;.;2;86;4708;52;7;179;59;9;40;28;0;8;374;3952;20110101
AT1;AT13;AT130;.;.;2;87;4431;50;6;181;70;2;30;42;0;8;398;3644;20110101
AT1;AT13;AT130;.;.;2;88;3931;44;4;194;49;5;35;37;0;9;349;3205;20110101
AT1;AT13;AT130;.;.;2;89;3364;28;4;181;36;9;29;30;1;10;310;2726;20110101
AT1;AT13;AT130;.;.;2;90;2597;21;2;158;29;5;14;31;0;12;254;2071;20110101
AT1;AT13;AT130;.;.;2;91;1719;18;0;72;14;3;10;20;0;6;171;1405;20110101
AT1;AT13;AT130;.;.;2;92;983;3;2;31;17;1;4;22;0;3;77;823;20110101
AT1;AT13;AT130;.;.;2;93;767;4;0;27;6;2;5;15;0;3;77;628;20110101
AT1;AT13;AT130;.;.;2;94;660;1;1;22;6;1;5;11;0;2;64;547;20110101
AT1;AT13;AT130;.;.;2;95;597;0;0;14;4;0;4;7;0;5;52;511;20110101
AT1;AT13;AT130;.;.;2;96;579;5;1;14;5;0;1;8;0;0;51;494;20110101
AT1;AT13;AT130;.;.;2;97;440;2;0;9;2;1;1;4;0;0;47;374;20110101
AT1;AT13;AT130;.;.;2;98;300;2;0;7;3;0;4;2;0;1;22;259;20110101
AT1;AT13;AT130;.;.;2;99;168;1;0;6;1;0;1;5;0;0;16;138;20110101
AT1;AT13;AT130;.;.;2;100;109;0;0;2;0;0;1;1;0;0;6;99;20110101
AT1;AT13;AT130;.;.;2;101;73;0;1;0;0;0;0;2;0;0;7;63;20110101
AT1;AT13;AT130;.;.;2;102;30;0;0;1;0;0;1;0;0;0;3;25;20110101
AT1;AT13;AT130;.;.;2;103;19;0;0;1;0;0;1;0;0;0;0;17;20110101
AT1;AT13;AT130;.;.;2;104;12;1;0;0;0;0;0;0;0;0;1;10;20110101
AT1;AT13;AT130;.;.;2;105;5;0;0;0;0;0;0;0;0;0;0;5;20110101
AT1;AT13;AT130;.;.;2;106;1;0;0;0;0;0;0;0;0;0;1;0;20110101
AT1;AT13;AT130;.;.;2;107;1;0;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;.;.;2;108;2;0;0;0;0;0;0;0;0;0;0;2;20110101
AT1;AT13;AT130;.;.;2;110;1;0;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;.;.;1;0;9087;391;314;235;199;79;136;51;5;46;1113;6518;20110101
AT1;AT13;AT130;.;.;1;1;8989;393;312;217;212;84;134;44;5;70;1145;6373;20110101
AT1;AT13;AT130;.;.;1;2;9052;386;317;203;206;73;129;40;1;62;1039;6596;20110101
AT1;AT13;AT130;.;.;1;3;8600;410;299;175;177;60;107;34;1;92;1002;6243;20110101
AT1;AT13;AT130;.;.;1;4;8581;402;233;162;167;77;96;41;7;83;955;6358;20110101
AT1;AT13;AT130;.;.;1;5;8319;322;232;146;160;66;87;31;1;125;841;6308;20110101
AT1;AT13;AT130;.;.;1;6;8449;315;209;165;144;64;94;35;2;104;830;6487;20110101
AT1;AT13;AT130;.;.;1;7;8199;295;218;136;148;79;84;24;2;100;798;6315;20110101
AT1;AT13;AT130;.;.;1;8;8193;338;237;138;104;78;70;30;9;114;747;6328;20110101
AT1;AT13;AT130;.;.;1;9;7848;321;277;104;122;99;58;26;3;83;839;5916;20110101
AT1;AT13;AT130;.;.;1;10;8055;315;309;106;129;104;73;31;2;83;928;5975;20110101
AT1;AT13;AT130;.;.;1;11;7731;314;293;106;123;86;67;21;6;99;768;5848;20110101
AT1;AT13;AT130;.;.;1;12;7864;361;325;95;105;113;69;28;4;79;846;5839;20110101
AT1;AT13;AT130;.;.;1;13;8057;369;346;107;117;104;74;32;6;84;899;5919;20110101
AT1;AT13;AT130;.;.;1;14;8341;340;346;89;96;115;65;29;3;82;889;6287;20110101
AT1;AT13;AT130;.;.;1;15;8146;354;353;76;97;95;51;25;3;85;808;6199;20110101
AT1;AT13;AT130;.;.;1;16;8638;363;354;73;107;114;65;30;5;78;846;6603;20110101
AT1;AT13;AT130;.;.;1;17;8673;361;347;76;81;100;64;26;1;73;917;6627;20110101
AT1;AT13;AT130;.;.;1;18;9084;397;372;111;120;170;60;28;4;83;1100;6639;20110101
AT1;AT13;AT130;.;.;1;19;9823;441;581;131;115;242;100;34;2;70;1186;6921;20110101
AT1;AT13;AT130;.;.;1;20;10693;465;687;228;129;287;132;55;7;74;1477;7152;20110101
AT1;AT13;AT130;.;.;1;21;11035;539;746;293;123;280;177;44;9;75;1462;7287;20110101
AT1;AT13;AT130;.;.;1;22;11545;573;739;356;176;352;221;57;7;99;1586;7379;20110101
AT1;AT13;AT130;.;.;1;23;11695;622;784;424;197;312;245;68;8;82;1791;7162;20110101
AT1;AT13;AT130;.;.;1;24;12114;623;812;446;227;358;239;72;17;83;1928;7309;20110101
AT1;AT13;AT130;.;.;1;25;12509;636;904;551;251;395;252;76;9;84;1990;7361;20110101
AT1;AT13;AT130;.;.;1;26;13078;704;914;543;310;432;247;78;20;77;2112;7641;20110101
AT1;AT13;AT130;.;.;1;27;12969;685;814;567;337;423;222;95;18;102;2134;7572;20110101
AT1;AT13;AT130;.;.;1;28;13391;655;934;555;322;386;238;104;16;90;2200;7891;20110101
AT1;AT13;AT130;.;.;1;29;13561;709;959;604;330;363;247;131;19;102;2157;7940;20110101
AT1;AT13;AT130;.;.;1;30;13324;725;1004;570;397;361;221;137;20;80;2313;7496;20110101
AT1;AT13;AT130;.;.;1;31;12755;730;955;542;397;339;245;131;17;82;2276;7041;20110101
AT1;AT13;AT130;.;.;1;32;12328;768;916;533;429;313;228;124;19;87;2264;6647;20110101
AT1;AT13;AT130;.;.;1;33;12132;788;865;537;390;315;225;134;14;104;2272;6488;20110101
AT1;AT13;AT130;.;.;1;34;12117;744;815;490;371;332;208;167;13;96;2307;6574;20110101
AT1;AT13;AT130;.;.;1;35;12368;798;746;487;384;332;206;151;16;92;2277;6879;20110101
AT1;AT13;AT130;.;.;1;36;12423;848;817;433;344;290;195;135;14;88;2235;7024;20110101
AT1;AT13;AT130;.;.;1;37;12048;754;839;425;308;331;183;106;23;87;2040;6952;20110101
AT1;AT13;AT130;.;.;1;38;12519;797;862;459;316;354;163;103;7;92;2104;7262;20110101
AT1;AT13;AT130;.;.;1;39;12771;862;851;452;336;338;219;84;21;90;1956;7562;20110101
AT1;AT13;AT130;.;.;1;40;13155;882;828;401;325;342;194;91;16;74;2081;7921;20110101
AT1;AT13;AT130;.;.;1;41;13829;969;801;414;312;386;228;103;15;77;2051;8473;20110101
AT1;AT13;AT130;.;.;1;42;14419;970;786;450;315;426;230;103;21;69;2173;8876;20110101
AT1;AT13;AT130;.;.;1;43;14225;869;677;443;305;436;230;72;22;65;2070;9036;20110101
AT1;AT13;AT130;.;.;1;44;14334;816;962;385;321;417;108;90;24;74;2144;8993;20110101
AT1;AT13;AT130;.;.;1;45;14124;837;970;384;342;411;130;79;22;73;2086;8790;20110101
AT1;AT13;AT130;.;.;1;46;14181;739;917;403;325;410;126;60;30;54;2070;9047;20110101
AT1;AT13;AT130;.;.;1;47;13955;789;771;334;337;368;112;89;14;72;2097;8972;20110101
AT1;AT13;AT130;.;.;1;48;13506;687;714;331;335;374;121;72;21;64;2009;8778;20110101
AT1;AT13;AT130;.;.;1;49;12922;694;650;279;370;346;107;87;12;66;1794;8517;20110101
AT1;AT13;AT130;.;.;1;50;12435;722;790;277;364;333;83;92;19;51;1779;7925;20110101
AT1;AT13;AT130;.;.;1;51;11771;634;649;244;385;296;101;80;26;54;1588;7714;20110101
AT1;AT13;AT130;.;.;1;52;11100;672;532;190;430;317;104;89;13;44;1480;7229;20110101
AT1;AT13;AT130;.;.;1;53;10794;677;448;215;453;260;101;106;12;56;1454;7012;20110101
AT1;AT13;AT130;.;.;1;54;10327;689;646;187;426;291;89;123;10;50;1411;6405;20110101
AT1;AT13;AT130;.;.;1;55;9714;713;581;195;495;281;108;159;13;49;1290;5830;20110101
AT1;AT13;AT130;.;.;1;56;9202;778;437;157;400;300;73;143;10;37;1299;5568;20110101
AT1;AT13;AT130;.;.;1;57;8683;802;338;148;397;315;68;158;6;36;1187;5228;20110101
AT1;AT13;AT130;.;.;1;58;8750;1002;289;119;355;384;75;109;9;31;1165;5212;20110101
AT1;AT13;AT130;.;.;1;59;8194;860;243;134;331;289;65;104;6;23;1057;5082;20110101
AT1;AT13;AT130;.;.;1;60;8714;996;398;125;253;322;66;93;8;27;1079;5347;20110101
AT1;AT13;AT130;.;.;1;61;8823;867;303;108;267;279;50;95;7;43;936;5868;20110101
AT1;AT13;AT130;.;.;1;62;9563;801;272;158;212;230;54;95;11;31;937;6762;20110101
AT1;AT13;AT130;.;.;1;63;9742;682;268;191;146;191;41;98;13;30;767;7315;20110101
AT1;AT13;AT130;.;.;1;64;7454;481;216;228;161;211;59;84;5;35;764;5210;20110101
AT1;AT13;AT130;.;.;1;65;6994;353;224;377;113;104;29;85;18;26;802;4863;20110101
AT1;AT13;AT130;.;.;1;66;8949;431;164;337;145;129;42;84;8;19;932;6658;20110101
AT1;AT13;AT130;.;.;1;67;8771;384;120;278;123;98;46;80;15;19;814;6794;20110101
AT1;AT13;AT130;.;.;1;68;8195;336;128;259;96;90;43;76;16;16;731;6404;20110101
AT1;AT13;AT130;.;.;1;69;9049;294;111;255;70;98;39;69;8;22;791;7292;20110101
AT1;AT13;AT130;.;.;1;70;9247;264;97;262;52;89;31;75;10;31;704;7632;20110101
AT1;AT13;AT130;.;.;1;71;8545;243;91;239;68;70;48;72;12;17;613;7072;20110101
AT1;AT13;AT130;.;.;1;72;5078;191;85;157;34;66;39;68;11;35;505;3887;20110101
AT1;AT13;AT130;.;.;1;73;4309;197;73;139;31;60;31;76;13;24;511;3154;20110101
AT1;AT13;AT130;.;.;1;74;3961;151;51;98;37;48;38;78;7;16;460;2977;20110101
AT1;AT13;AT130;.;.;1;75;3759;134;54;115;35;30;28;53;6;18;410;2876;20110101
AT1;AT13;AT130;.;.;1;76;3519;134;54;79;31;36;25;47;1;13;398;2701;20110101
AT1;AT13;AT130;.;.;1;77;3502;108;51;53;24;30;26;47;4;5;319;2835;20110101
AT1;AT13;AT130;.;.;1;78;3450;92;55;33;26;16;17;37;3;8;331;2832;20110101
AT1;AT13;AT130;.;.;1;79;3264;106;24;45;16;17;24;33;3;6;304;2686;20110101
AT1;AT13;AT130;.;.;1;80;3315;78;29;47;18;12;21;49;0;7;295;2759;20110101
AT1;AT13;AT130;.;.;1;81;2945;76;8;42;19;8;25;43;1;3;246;2474;20110101
AT1;AT13;AT130;.;.;1;82;2833;48;15;49;14;15;16;27;0;6;235;2408;20110101
AT1;AT13;AT130;.;.;1;83;2507;36;13;29;9;12;22;31;1;2;208;2144;20110101
AT1;AT13;AT130;.;.;1;84;2301;36;10;22;12;3;20;23;1;3;176;1995;20110101
AT1;AT13;AT130;.;.;1;85;2070;16;5;26;12;5;19;20;1;2;168;1796;20110101
AT1;AT13;AT130;.;.;1;86;1726;16;7;17;15;3;15;22;0;3;123;1505;20110101
AT1;AT13;AT130;.;.;1;87;1508;16;0;22;17;3;15;21;0;1;127;1286;20110101
AT1;AT13;AT130;.;.;1;88;1284;15;2;19;10;1;12;20;1;0;119;1085;20110101
AT1;AT13;AT130;.;.;1;89;942;11;6;11;6;4;13;12;0;2;87;790;20110101
AT1;AT13;AT130;.;.;1;90;796;11;1;22;12;1;6;13;0;0;72;658;20110101
AT1;AT13;AT130;.;.;1;91;523;9;0;17;4;1;6;11;0;0;68;407;20110101
AT1;AT13;AT130;.;.;1;92;290;0;1;6;1;1;3;7;0;2;33;236;20110101
AT1;AT13;AT130;.;.;1;93;206;1;1;6;3;0;4;2;0;1;19;169;20110101
AT1;AT13;AT130;.;.;1;94;167;0;0;7;1;1;4;2;0;2;12;138;20110101
AT1;AT13;AT130;.;.;1;95;131;0;2;4;0;1;3;1;0;0;11;109;20110101
AT1;AT13;AT130;.;.;1;96;125;1;0;4;1;0;1;4;0;1;12;101;20110101
AT1;AT13;AT130;.;.;1;97;82;1;0;0;1;0;0;1;0;0;4;75;20110101
AT1;AT13;AT130;.;.;1;98;53;1;0;1;0;0;0;1;0;0;2;48;20110101
AT1;AT13;AT130;.;.;1;99;28;0;0;0;0;0;0;1;0;0;1;26;20110101
AT1;AT13;AT130;.;.;1;100;28;0;0;0;0;0;0;0;0;0;4;24;20110101
AT1;AT13;AT130;.;.;1;101;6;0;0;0;0;0;0;0;0;0;1;5;20110101
AT1;AT13;AT130;.;.;1;102;7;0;0;0;0;0;0;0;0;0;0;7;20110101
AT1;AT13;AT130;.;.;1;104;1;0;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;.;.;2;0;8641;372;255;228;199;85;165;53;3;53;1111;6117;20120101
AT1;AT13;AT130;.;.;2;1;8683;376;289;206;184;64;161;53;2;74;1138;6136;20120101
AT1;AT13;AT130;.;.;2;2;8333;339;279;189;227;80;141;50;3;87;1119;5819;20120101
AT1;AT13;AT130;.;.;2;3;8304;318;274;190;203;54;128;41;4;74;1089;5929;20120101
AT1;AT13;AT130;.;.;2;4;8194;341;253;183;186;76;112;55;4;85;949;5950;20120101
AT1;AT13;AT130;.;.;2;5;8358;344;230;182;180;57;95;31;7;119;954;6159;20120101
AT1;AT13;AT130;.;.;2;6;7934;321;218;148;134;73;103;31;1;100;827;5978;20120101
