Wien-Alter-Ausländische Herkunft | Vienna-Age-Foreign Background;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;AGE;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_ROU;POP_HUN;POP_SYR;POP_RUS;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;.;.;1;13;7829;332;292;111;125;81;75;32;8;126;836;5811;20130101
AT1;AT13;AT130;.;.;1;14;7979;381;328;95;112;113;80;33;7;112;930;5788;20130101
AT1;AT13;AT130;.;.;1;15;8152;385;342;107;117;101;89;40;8;98;969;5896;20130101
AT1;AT13;AT130;.;.;1;16;8469;369;342;91;90;112;87;33;7;101;952;6285;20130101
AT1;AT13;AT130;.;.;1;17;8392;362;357;82;106;86;69;27;8;97;1008;6190;20130101
AT1;AT13;AT130;.;.;1;18;9228;395;370;109;118;118;89;45;13;102;1155;6714;20130101
AT1;AT13;AT130;.;.;1;19;10105;417;493;171;111;141;122;68;6;90;1429;7057;20130101
AT1;AT13;AT130;.;.;1;20;11159;447;591;312;181;214;156;86;10;107;1618;7437;20130101
AT1;AT13;AT130;.;.;1;21;11892;504;687;369;209;282;152;83;14;113;1613;7866;20130101
AT1;AT13;AT130;.;.;1;22;12433;505;713;495;219;312;191;110;15;104;1895;7874;20130101
AT1;AT13;AT130;.;.;1;23;12528;570;756;460;232;299;229;94;24;97;1921;7846;20130101
AT1;AT13;AT130;.;.;1;24;13213;630;811;509;304;381;270;135;24;129;2110;7910;20130101
AT1;AT13;AT130;.;.;1;25;13108;658;815;607;329;338;309;124;26;101;2203;7598;20130101
AT1;AT13;AT130;.;.;1;26;13269;649;828;568;353;387;290;131;22;105;2251;7685;20130101
AT1;AT13;AT130;.;.;1;27;13477;689;924;627;358;403;276;132;22;100;2277;7669;20130101
AT1;AT13;AT130;.;.;1;28;13958;710;934;593;425;430;276;131;37;94;2480;7848;20130101
AT1;AT13;AT130;.;.;1;29;13693;697;828;613;411;430;238;150;32;122;2433;7739;20130101
AT1;AT13;AT130;.;.;1;30;13934;665;926;577;396;394;275;161;28;107;2445;7960;20130101
AT1;AT13;AT130;.;.;1;31;14041;725;942;634;396;382;272;201;26;113;2393;7957;20130101
AT1;AT13;AT130;.;.;1;32;13679;732;999;603;465;368;235;186;33;93;2515;7450;20130101
AT1;AT13;AT130;.;.;1;33;13013;725;952;554;469;335;292;165;21;98;2418;6984;20130101
AT1;AT13;AT130;.;.;1;34;12540;770;916;546;512;314;251;154;22;105;2368;6582;20130101
AT1;AT13;AT130;.;.;1;35;12224;781;848;555;450;324;252;157;15;117;2357;6368;20130101
AT1;AT13;AT130;.;.;1;36;12131;749;787;491;436;329;217;182;18;117;2320;6485;20130101
AT1;AT13;AT130;.;.;1;37;12373;807;737;504;434;331;224;182;21;115;2327;6691;20130101
AT1;AT13;AT130;.;.;1;38;12392;843;810;436;416;294;211;172;20;103;2254;6833;20130101
AT1;AT13;AT130;.;.;1;39;11957;774;829;419;367;313;203;118;25;100;2029;6780;20130101
AT1;AT13;AT130;.;.;1;40;12474;814;850;450;350;355;182;111;13;104;2141;7104;20130101
AT1;AT13;AT130;.;.;1;41;12725;870;821;434;364;330;217;99;23;105;2018;7444;20130101
AT1;AT13;AT130;.;.;1;42;13053;880;820;397;381;337;204;108;20;85;2087;7734;20130101
AT1;AT13;AT130;.;.;1;43;13612;961;780;416;351;383;213;128;16;82;2036;8246;20130101
AT1;AT13;AT130;.;.;1;44;14288;963;776;454;350;422;256;113;26;75;2164;8689;20130101
AT1;AT13;AT130;.;.;1;45;14169;862;674;449;355;430;243;99;23;79;2046;8909;20130101
AT1;AT13;AT130;.;.;1;46;14202;804;951;397;354;412;125;98;31;87;2143;8800;20130101
AT1;AT13;AT130;.;.;1;47;13990;813;961;391;377;418;115;98;23;85;2085;8624;20130101
AT1;AT13;AT130;.;.;1;48;14049;720;897;406;353;404;128;85;28;62;2089;8877;20130101
AT1;AT13;AT130;.;.;1;49;13848;786;766;341;364;366;114;93;18;79;2097;8824;20130101
AT1;AT13;AT130;.;.;1;50;13358;671;708;327;364;373;114;71;19;67;1980;8664;20130101
AT1;AT13;AT130;.;.;1;51;12808;679;645;277;399;349;110;86;15;75;1784;8389;20130101
AT1;AT13;AT130;.;.;1;52;12294;714;790;277;395;331;87;95;18;66;1762;7759;20130101
AT1;AT13;AT130;.;.;1;53;11572;633;645;233;399;293;102;81;26;69;1565;7526;20130101
AT1;AT13;AT130;.;.;1;54;10937;646;527;188;464;312;104;93;15;54;1467;7067;20130101
AT1;AT13;AT130;.;.;1;55;10619;641;437;216;473;259;109;110;14;59;1440;6861;20130101
AT1;AT13;AT130;.;.;1;56;10149;669;640;179;445;289;85;123;11;50;1426;6232;20130101
AT1;AT13;AT130;.;.;1;57;9493;707;562;190;497;275;99;149;13;49;1276;5676;20130101
AT1;AT13;AT130;.;.;1;58;9006;760;431;159;413;305;75;141;11;41;1269;5401;20130101
AT1;AT13;AT130;.;.;1;59;8497;786;330;146;410;307;70;155;6;38;1175;5074;20130101
AT1;AT13;AT130;.;.;1;60;8574;984;283;116;355;378;75;104;8;35;1182;5054;20130101
AT1;AT13;AT130;.;.;1;61;7906;833;232;125;326;285;65;100;7;27;1047;4859;20130101
AT1;AT13;AT130;.;.;1;62;8396;960;387;122;249;315;69;91;8;23;1055;5117;20130101
AT1;AT13;AT130;.;.;1;63;8457;829;289;103;262;266;55;90;8;41;902;5612;20130101
AT1;AT13;AT130;.;.;1;64;9135;773;259;149;193;221;47;87;11;38;905;6452;20130101
AT1;AT13;AT130;.;.;1;65;9309;640;254;198;140;175;42;90;11;28;761;6970;20130101
AT1;AT13;AT130;.;.;1;66;7153;452;202;227;148;197;55;82;7;36;753;4994;20130101
AT1;AT13;AT130;.;.;1;67;6634;323;203;363;102;98;29;75;18;26;777;4620;20130101
AT1;AT13;AT130;.;.;1;68;8476;389;154;318;138;115;36;78;8;19;908;6313;20130101
AT1;AT13;AT130;.;.;1;69;8307;355;114;270;115;87;46;77;15;19;783;6426;20130101
AT1;AT13;AT130;.;.;1;70;7759;312;120;245;93;80;45;75;17;14;696;6062;20130101
AT1;AT13;AT130;.;.;1;71;8514;258;96;245;71;84;37;64;6;22;756;6875;20130101
AT1;AT13;AT130;.;.;1;72;8716;240;90;246;49;80;26;70;10;27;672;7206;20130101
AT1;AT13;AT130;.;.;1;73;8029;206;86;231;67;63;43;66;12;18;585;6652;20130101
AT1;AT13;AT130;.;.;1;74;4726;169;77;153;32;61;44;64;9;30;470;3617;20130101
AT1;AT13;AT130;.;.;1;75;3975;167;66;129;27;54;26;71;10;23;481;2921;20130101
AT1;AT13;AT130;.;.;1;76;3639;136;45;95;34;40;38;72;6;17;420;2736;20130101
AT1;AT13;AT130;.;.;1;77;3425;108;45;108;31;27;24;48;6;16;382;2630;20130101
AT1;AT13;AT130;.;.;1;78;3167;118;49;77;29;33;24;39;1;12;364;2421;20130101
AT1;AT13;AT130;.;.;1;79;3130;87;42;47;23;27;23;47;3;5;286;2540;20130101
AT1;AT13;AT130;.;.;1;80;3057;75;48;32;23;14;16;31;3;6;291;2518;20130101
AT1;AT13;AT130;.;.;1;81;2874;89;21;39;15;13;23;28;3;5;273;2365;20130101
AT1;AT13;AT130;.;.;1;82;2846;70;27;41;15;10;18;37;0;7;251;2370;20130101
AT1;AT13;AT130;.;.;1;83;2510;59;5;40;15;6;21;37;0;4;217;2106;20130101
AT1;AT13;AT130;.;.;1;84;2339;41;11;43;14;10;12;20;0;5;198;1985;20130101
AT1;AT13;AT130;.;.;1;85;2004;24;9;17;7;6;18;25;1;2;172;1723;20130101
AT1;AT13;AT130;.;.;1;86;1842;25;7;17;10;2;14;19;1;2;135;1610;20130101
AT1;AT13;AT130;.;.;1;87;1625;13;2;18;10;4;16;13;0;2;138;1409;20130101
AT1;AT13;AT130;.;.;1;88;1307;12;6;13;11;2;9;13;0;3;86;1152;20130101
AT1;AT13;AT130;.;.;1;89;1097;13;0;14;12;1;13;16;0;0;96;932;20130101
AT1;AT13;AT130;.;.;1;90;870;10;1;10;5;0;9;13;1;0;76;745;20130101
AT1;AT13;AT130;.;.;1;91;635;5;3;5;6;2;9;10;0;2;59;534;20130101
AT1;AT13;AT130;.;.;1;92;505;7;0;14;6;1;4;7;0;0;45;421;20130101
AT1;AT13;AT130;.;.;1;93;308;6;0;14;4;1;5;9;0;0;35;234;20130101
AT1;AT13;AT130;.;.;1;94;154;0;1;2;0;0;0;4;0;1;22;124;20130101
AT1;AT13;AT130;.;.;1;95;121;0;1;3;1;0;1;2;0;0;11;102;20130101
AT1;AT13;AT130;.;.;1;96;81;0;0;3;0;1;1;2;0;1;5;68;20130101
AT1;AT13;AT130;.;.;1;97;63;0;1;2;0;0;2;0;0;1;3;54;20130101
AT1;AT13;AT130;.;.;1;98;56;1;0;2;0;0;0;2;0;0;8;43;20130101
AT1;AT13;AT130;.;.;1;99;33;1;0;0;0;0;0;1;0;0;1;30;20130101
AT1;AT13;AT130;.;.;1;100;28;1;0;1;0;0;0;1;0;0;0;25;20130101
AT1;AT13;AT130;.;.;1;101;8;0;0;0;0;0;0;0;0;0;0;8;20130101
AT1;AT13;AT130;.;.;1;102;14;0;0;0;0;0;0;0;0;0;2;12;20130101
AT1;AT13;AT130;.;.;1;103;2;0;0;0;0;0;0;0;0;0;0;2;20130101
AT1;AT13;AT130;.;.;1;104;1;0;0;0;0;0;0;0;0;0;0;1;20130101
AT1;AT13;AT130;.;.;2;0;8578;354;211;199;240;84;190;83;4;76;1201;5936;20140101
AT1;AT13;AT130;.;.;2;1;8736;372;236;242;233;84;199;72;9;68;1330;5891;20140101
AT1;AT13;AT130;.;.;2;2;8770;397;257;237;220;90;178;72;13;82;1241;5983;20140101
AT1;AT13;AT130;.;.;2;3;8658;369;284;214;215;67;175;73;10;91;1239;5921;20140101
AT1;AT13;AT130;.;.;2;4;8391;336;283;181;240;82;168;59;12;107;1221;5702;20140101
AT1;AT13;AT130;.;.;2;5;8357;321;266;186;217;57;159;61;10;98;1144;5838;20140101
AT1;AT13;AT130;.;.;2;6;8169;366;249;179;195;74;123;74;8;112;1012;5777;20140101
AT1;AT13;AT130;.;.;2;7;8267;341;228;164;197;54;102;55;12;114;1026;5974;20140101
AT1;AT13;AT130;.;.;2;8;7893;307;208;139;141;76;113;45;7;109;871;5877;20140101
AT1;AT13;AT130;.;.;2;9;7827;306;213;128;130;60;103;54;15;134;827;5857;20140101
AT1;AT13;AT130;.;.;2;10;7693;308;218;117;117;69;87;32;7;106;860;5772;20140101
AT1;AT13;AT130;.;.;2;11;7960;291;234;145;114;69;75;34;9;139;865;5985;20140101
AT1;AT13;AT130;.;.;2;12;7647;301;278;131;114;81;73;31;8;135;865;5630;20140101
AT1;AT13;AT130;.;.;2;13;7822;342;306;103;101;91;94;34;9;95;934;5713;20140101
AT1;AT13;AT130;.;.;2;14;7593;356;290;99;122;82;81;35;11;111;846;5560;20140101
AT1;AT13;AT130;.;.;2;15;7677;366;313;105;113;120;76;33;5;104;912;5530;20140101
AT1;AT13;AT130;.;.;2;16;7768;363;308;115;110;100;82;41;7;102;917;5623;20140101
AT1;AT13;AT130;.;.;2;17;8167;380;322;102;118;108;89;33;11;107;968;5929;20140101
AT1;AT13;AT130;.;.;2;18;8760;385;348;124;95;102;116;51;6;129;1096;6308;20140101
AT1;AT13;AT130;.;.;2;19;10423;433;452;232;174;165;178;130;9;146;1363;7141;20140101
AT1;AT13;AT130;.;.;2;20;11547;470;442;343;199;147;213;177;7;149;1525;7875;20140101
AT1;AT13;AT130;.;.;2;21;12391;563;486;429;263;207;242;175;8;135;1710;8173;20140101
AT1;AT13;AT130;.;.;2;22;13197;534;608;529;254;334;265;213;8;135;1924;8393;20140101
AT1;AT13;AT130;.;.;2;23;13666;616;659;634;297;321;331;202;18;180;2199;8209;20140101
AT1;AT13;AT130;.;.;2;24;14211;634;764;717;350;417;404;237;15;179;2385;8109;20140101
AT1;AT13;AT130;.;.;2;25;14659;714;782;775;395;431;440;239;14;165;2537;8167;20140101
AT1;AT13;AT130;.;.;2;26;14645;759;807;731;427;417;439;263;13;198;2637;7954;20140101
AT1;AT13;AT130;.;.;2;27;14481;733;810;682;434;427;452;225;19;204;2761;7734;20140101
AT1;AT13;AT130;.;.;2;28;14205;807;816;643;485;422;373;250;25;190;2635;7559;20140101
AT1;AT13;AT130;.;.;2;29;14502;767;779;613;478;450;415;242;20;185;2799;7754;20140101
AT1;AT13;AT130;.;.;2;30;14563;774;762;624;539;423;334;229;21;198;2897;7762;20140101
AT1;AT13;AT130;.;.;2;31;14533;772;727;646;486;350;348;242;25;197;2838;7902;20140101
AT1;AT13;AT130;.;.;2;32;14575;817;804;576;522;384;427;253;24;220;2841;7707;20140101
AT1;AT13;AT130;.;.;2;33;13853;794;803;572;531;336;398;249;22;200;2863;7085;20140101
AT1;AT13;AT130;.;.;2;34;12954;795;743;526;525;333;373;253;31;188;2713;6474;20140101
AT1;AT13;AT130;.;.;2;35;12635;784;753;464;541;310;395;267;25;164;2608;6324;20140101
AT1;AT13;AT130;.;.;2;36;12499;827;737;496;495;303;379;273;28;181;2682;6098;20140101
AT1;AT13;AT130;.;.;2;37;12299;859;683;462;514;329;354;228;15;179;2638;6038;20140101
AT1;AT13;AT130;.;.;2;38;12529;829;739;444;515;330;338;265;26;165;2537;6341;20140101
AT1;AT13;AT130;.;.;2;39;12861;860;853;406;450;374;345;236;21;167;2504;6645;20140101
AT1;AT13;AT130;.;.;2;40;12791;886;919;408;428;402;261;186;23;151;2532;6595;20140101
AT1;AT13;AT130;.;.;2;41;13068;920;865;397;446;417;299;173;22;165;2457;6907;20140101
AT1;AT13;AT130;.;.;2;42;13314;958;774;351;474;511;284;198;15;154;2424;7171;20140101
AT1;AT13;AT130;.;.;2;43;13644;987;834;410;454;458;276;185;19;141;2432;7448;20140101
AT1;AT13;AT130;.;.;2;44;13850;1012;717;342;389;493;286;180;20;139;2227;8045;20140101
AT1;AT13;AT130;.;.;2;45;14417;934;664;361;433;465;301;167;19;113;2197;8763;20140101
AT1;AT13;AT130;.;.;2;46;13977;863;504;400;383;465;301;176;22;125;2050;8688;20140101
AT1;AT13;AT130;.;.;2;47;13962;808;755;354;395;455;148;134;16;101;2058;8738;20140101
AT1;AT13;AT130;.;.;2;48;13827;786;770;361;418;458;151;117;10;126;1954;8676;20140101
AT1;AT13;AT130;.;.;2;49;13780;730;705;335;341;403;145;126;19;125;1949;8902;20140101
AT1;AT13;AT130;.;.;2;50;13798;732;619;338;368;419;139;104;21;109;1859;9090;20140101
AT1;AT13;AT130;.;.;2;51;13206;709;542;314;353;372;131;90;11;104;1829;8751;20140101
AT1;AT13;AT130;.;.;2;52;12727;783;454;299;420;370;113;113;10;106;1564;8495;20140101
AT1;AT13;AT130;.;.;2;53;12537;741;668;249;439;374;129;93;16;104;1592;8132;20140101
AT1;AT13;AT130;.;.;2;54;12016;742;491;259;474;332;120;97;11;86;1569;7835;20140101
AT1;AT13;AT130;.;.;2;55;11375;681;436;215;482;375;128;108;14;84;1464;7388;20140101
AT1;AT13;AT130;.;.;2;56;10935;719;355;203;508;330;115;104;18;70;1447;7066;20140101
AT1;AT13;AT130;.;.;2;57;11167;846;468;201;444;389;120;137;22;83;1536;6921;20140101
AT1;AT13;AT130;.;.;2;58;10495;971;459;190;500;372;98;158;12;71;1414;6250;20140101
AT1;AT13;AT130;.;.;2;59;9995;1067;366;196;430;380;103;162;6;71;1346;5868;20140101
AT1;AT13;AT130;.;.;2;60;9640;1094;313;195;401;396;73;153;4;52;1296;5663;20140101
AT1;AT13;AT130;.;.;2;61;9462;1063;302;182;412;377;105;136;6;68;1268;5543;20140101
AT1;AT13;AT130;.;.;2;62;8932;933;193;166;327;260;83;114;5;56;1176;5619;20140101
AT1;AT13;AT130;.;.;2;63;9415;991;325;167;327;265;89;120;5;56;1134;5936;20140101
AT1;AT13;AT130;.;.;2;64;9663;853;229;194;232;304;89;118;3;50;1090;6501;20140101
AT1;AT13;AT130;.;.;2;65;10458;820;232;170;260;224;78;151;8;32;1070;7413;20140101
AT1;AT13;AT130;.;.;2;66;10980;668;181;239;211;186;53;149;6;53;1044;8190;20140101
AT1;AT13;AT130;.;.;2;67;8233;466;168;285;180;149;54;138;11;60;916;5806;20140101
AT1;AT13;AT130;.;.;2;68;8106;377;167;403;159;125;49;95;1;42;986;5702;20140101
AT1;AT13;AT130;.;.;2;69;10269;412;126;363;210;116;58;127;3;32;1099;7723;20140101
AT1;AT13;AT130;.;.;2;70;10092;373;91;361;174;106;60;96;5;18;943;7865;20140101
AT1;AT13;AT130;.;.;2;71;9400;367;103;348;138;86;49;110;4;19;908;7268;20140101
AT1;AT13;AT130;.;.;2;72;10524;343;81;353;125;91;59;92;1;38;853;8488;20140101
AT1;AT13;AT130;.;.;2;73;10884;309;101;396;101;87;58;78;3;42;784;8925;20140101
AT1;AT13;AT130;.;.;2;74;10124;288;75;293;94;73;62;72;6;25;684;8452;20140101
AT1;AT13;AT130;.;.;2;75;6121;204;73;207;68;79;50;59;4;26;518;4833;20140101
AT1;AT13;AT130;.;.;2;76;5097;204;68;178;75;56;40;71;3;36;521;3845;20140101
AT1;AT13;AT130;.;.;2;77;4855;220;36;134;65;48;42;59;3;18;477;3753;20140101
AT1;AT13;AT130;.;.;2;78;4755;177;38;120;63;51;33;46;2;17;483;3725;20140101
AT1;AT13;AT130;.;.;2;79;4667;175;37;104;62;30;41;44;4;15;436;3719;20140101
AT1;AT13;AT130;.;.;2;80;4630;145;54;97;48;32;30;51;0;13;428;3732;20140101
AT1;AT13;AT130;.;.;2;81;4760;142;46;79;39;28;35;40;1;7;413;3930;20140101
AT1;AT13;AT130;.;.;2;82;4748;123;24;68;37;21;27;41;1;7;396;4003;20140101
AT1;AT13;AT130;.;.;2;83;4694;124;26;62;40;16;18;42;1;10;397;3958;20140101
AT1;AT13;AT130;.;.;2;84;4304;91;24;82;38;17;30;34;2;5;357;3624;20140101
AT1;AT13;AT130;.;.;2;85;4188;79;16;56;29;12;15;39;0;10;314;3618;20140101
AT1;AT13;AT130;.;.;2;86;3849;57;16;61;35;13;20;32;0;5;319;3291;20140101
AT1;AT13;AT130;.;.;2;87;3947;53;13;85;37;11;35;35;0;10;329;3339;20140101
AT1;AT13;AT130;.;.;2;88;3668;46;9;129;39;5;34;37;1;8;267;3093;20140101
AT1;AT13;AT130;.;.;2;89;3267;34;5;121;41;6;23;19;0;5;257;2756;20140101
AT1;AT13;AT130;.;.;2;90;2991;33;4;128;55;1;19;33;0;3;274;2441;20140101
AT1;AT13;AT130;.;.;2;91;2476;28;2;122;25;4;21;19;0;7;223;2025;20140101
AT1;AT13;AT130;.;.;2;92;1994;17;3;113;20;7;20;16;1;4;187;1606;20140101
AT1;AT13;AT130;.;.;2;93;1454;11;0;89;17;3;9;18;0;8;131;1168;20140101
AT1;AT13;AT130;.;.;2;94;885;7;1;35;7;2;6;10;0;1;96;720;20140101
AT1;AT13;AT130;.;.;2;95;463;2;1;13;6;0;4;14;0;1;34;388;20140101
AT1;AT13;AT130;.;.;2;96;336;2;0;13;3;0;2;3;0;2;35;276;20140101
AT1;AT13;AT130;.;.;2;97;249;0;1;8;1;0;3;6;0;0;29;201;20140101
AT1;AT13;AT130;.;.;2;98;211;0;0;3;0;0;1;3;0;3;20;181;20140101
AT1;AT13;AT130;.;.;2;99;199;3;1;7;1;0;0;5;0;0;13;169;20140101
AT1;AT13;AT130;.;.;2;100;150;1;0;3;0;1;0;1;0;0;16;128;20140101
AT1;AT13;AT130;.;.;2;101;83;1;0;1;0;0;1;0;0;1;9;70;20140101
AT1;AT13;AT130;.;.;2;102;42;0;0;0;0;0;0;1;0;0;2;39;20140101
AT1;AT13;AT130;.;.;2;103;24;0;0;0;0;0;1;0;0;0;1;22;20140101
AT1;AT13;AT130;.;.;2;104;7;0;0;0;0;0;0;0;0;0;2;5;20140101
AT1;AT13;AT130;.;.;2;105;4;0;0;0;0;0;1;0;0;0;0;3;20140101
AT1;AT13;AT130;.;.;2;106;4;0;0;0;0;0;1;0;0;0;0;3;20140101
AT1;AT13;AT130;.;.;2;107;3;0;0;0;0;0;0;0;0;0;1;2;20140101
AT1;AT13;AT130;.;.;2;108;1;0;0;0;0;0;0;0;0;0;0;1;20140101
AT1;AT13;AT130;.;.;1;0;9545;397;277;230;250;99;226;82;8;70;1352;6554;20140101
AT1;AT13;AT130;.;.;1;1;9572;380;279;252;256;72;184;86;15;88;1437;6523;20140101
AT1;AT13;AT130;.;.;1;2;9318;436;287;242;249;82;183;71;16;86;1314;6352;20140101
AT1;AT13;AT130;.;.;1;3;9197;391;300;226;230;80;165;79;9;89;1327;6301;20140101
AT1;AT13;AT130;.;.;1;4;8924;390;295;220;231;82;152;67;20;82;1331;6054;20140101
AT1;AT13;AT130;.;.;1;5;9024;381;306;205;230;77;156;57;10;78;1175;6349;20140101
AT1;AT13;AT130;.;.;1;6;8508;385;271;169;192;57;128;56;12;105;1113;6020;20140101
AT1;AT13;AT130;.;.;1;7;8455;380;222;152;174;66;106;50;12;100;1044;6149;20140101
AT1;AT13;AT130;.;.;1;8;8297;307;216;147;162;67;104;47;7;142;926;6172;20140101
AT1;AT13;AT130;.;.;1;9;8386;335;199;154;138;60;104;61;12;122;897;6304;20140101
AT1;AT13;AT130;.;.;1;10;8229;305;209;131;149;87;99;39;8;133;889;6180;20140101
AT1;AT13;AT130;.;.;1;11;8311;360;245;138;124;70;90;43;12;170;873;6186;20140101
AT1;AT13;AT130;.;.;1;12;7901;335;264;103;132;100;92;31;13;118;929;5784;20140101
AT1;AT13;AT130;.;.;1;13;8177;330;312;114;137;96;92;46;8;122;1028;5892;20140101
AT1;AT13;AT130;.;.;1;14;7896;336;295;112;131;85;83;39;11;132;882;5790;20140101
AT1;AT13;AT130;.;.;1;15;8060;396;326;99;117;115;93;39;14;115;971;5775;20140101
AT1;AT13;AT130;.;.;1;16;8243;398;344;108;119;108;91;48;9;102;1037;5879;20140101
AT1;AT13;AT130;.;.;1;17;8641;376;339;88;90;110;90;39;16;109;1074;6310;20140101
AT1;AT13;AT130;.;.;1;18;8873;369;387;109;112;103;83;45;18;130;1221;6296;20140101
AT1;AT13;AT130;.;.;1;19;10274;445;468;188;158;169;131;98;22;122;1481;6992;20140101
AT1;AT13;AT130;.;.;1;20;11196;439;543;270;173;166;156;114;15;104;1679;7537;20140101
AT1;AT13;AT130;.;.;1;21;12165;487;594;403;241;240;182;138;20;108;1884;7868;20140101
AT1;AT13;AT130;.;.;1;22;12738;534;675;449;269;310;179;118;24;110;1905;8165;20140101
AT1;AT13;AT130;.;.;1;23;13259;548;703;590;275;338;224;152;25;110;2199;8095;20140101
AT1;AT13;AT130;.;.;1;24;13449;604;784;564;292;327;272;149;37;107;2258;8055;20140101
AT1;AT13;AT130;.;.;1;25;14056;646;828;618;384;401;308;190;40;124;2369;8148;20140101
AT1;AT13;AT130;.;.;1;26;13814;684;820;665;373;353;341;171;46;112;2504;7745;20140101
AT1;AT13;AT130;.;.;1;27;13942;666;865;606;401;407;308;213;39;106;2518;7813;20140101
AT1;AT13;AT130;.;.;1;28;14192;718;940;658;423;421;306;215;40;110;2602;7759;20140101
AT1;AT13;AT130;.;.;1;29;14456;738;942;615;473;447;297;189;44;107;2707;7897;20140101
AT1;AT13;AT130;.;.;1;30;14104;714;822;603;491;441;263;180;41;124;2705;7720;20140101
AT1;AT13;AT130;.;.;1;31;14249;690;917;594;433;390;280;206;45;109;2682;7903;20140101
AT1;AT13;AT130;.;.;1;32;14279;744;928;634;435;379;295;238;38;121;2559;7908;20140101
AT1;AT13;AT130;.;.;1;33;13876;741;981;603;501;377;251;243;55;105;2656;7363;20140101
AT1;AT13;AT130;.;.;1;34;13214;751;954;540;518;335;312;210;29;111;2565;6889;20140101
AT1;AT13;AT130;.;.;1;35;12709;782;918;557;543;309;287;189;32;108;2480;6504;20140101
AT1;AT13;AT130;.;.;1;36;12392;784;850;548;477;335;256;201;22;124;2464;6331;20140101
AT1;AT13;AT130;.;.;1;37;12275;785;788;487;466;330;232;225;27;121;2415;6399;20140101
AT1;AT13;AT130;.;.;1;38;12420;812;740;487;459;340;237;217;27;120;2390;6591;20140101
AT1;AT13;AT130;.;.;1;39;12420;840;802;433;446;292;215;189;23;109;2333;6738;20140101
AT1;AT13;AT130;.;.;1;40;12052;783;831;437;395;310;211;157;28;96;2092;6712;20140101
AT1;AT13;AT130;.;.;1;41;12585;820;848;467;377;350;198;153;22;117;2210;7023;20140101
AT1;AT13;AT130;.;.;1;42;12832;880;818;455;380;335;217;126;28;117;2111;7365;20140101
AT1;AT13;AT130;.;.;1;43;13117;902;811;402;415;341;201;141;21;89;2146;7648;20140101
AT1;AT13;AT130;.;.;1;44;13658;973;783;422;373;386;216;146;23;98;2064;8174;20140101
AT1;AT13;AT130;.;.;1;45;14282;968;761;447;366;420;257;123;29;80;2219;8612;20140101
AT1;AT13;AT130;.;.;1;46;14142;854;675;448;377;434;245;113;25;83;2068;8820;20140101
AT1;AT13;AT130;.;.;1;47;14186;796;941;402;371;404;117;115;30;92;2196;8722;20140101
AT1;AT13;AT130;.;.;1;48;14013;822;951;393;385;424;130;114;26;97;2125;8546;20140101
AT1;AT13;AT130;.;.;1;49;14014;714;888;400;369;404;129;95;31;68;2124;8792;20140101
AT1;AT13;AT130;.;.;1;50;13800;786;761;339;374;357;132;108;16;77;2119;8731;20140101
AT1;AT13;AT130;.;.;1;51;13311;674;705;332;377;373;118;88;22;75;2001;8546;20140101
AT1;AT13;AT130;.;.;1;52;12776;672;643;265;406;344;112;102;15;75;1812;8330;20140101
AT1;AT13;AT130;.;.;1;53;12245;712;771;276;414;324;94;100;21;64;1769;7700;20140101
AT1;AT13;AT130;.;.;1;54;11500;626;640;233;415;287;103;84;28;74;1579;7431;20140101
AT1;AT13;AT130;.;.;1;55;10887;635;529;192;465;315;98;95;16;54;1486;7002;20140101
AT1;AT13;AT130;.;.;1;56;10536;638;434;218;482;257;104;110;15;59;1450;6769;20140101
AT1;AT13;AT130;.;.;1;57;10045;660;628;185;450;291;92;131;12;49;1411;6136;20140101
AT1;AT13;AT130;.;.;1;58;9409;694;553;198;492;275;104;146;15;48;1277;5607;20140101
AT1;AT13;AT130;.;.;1;59;8925;747;426;152;418;303;74;147;11;42;1266;5339;20140101
AT1;AT13;AT130;.;.;1;60;8401;782;323;145;406;302;69;159;6;40;1179;4990;20140101
AT1;AT13;AT130;.;.;1;61;8410;961;278;113;354;371;74;99;9;36;1162;4953;20140101
AT1;AT13;AT130;.;.;1;62;7731;824;223;123;326;275;64;97;7;28;1028;4736;20140101
AT1;AT13;AT130;.;.;1;63;8236;935;380;120;247;305;67;84;9;23;1038;5028;20140101
AT1;AT13;AT130;.;.;1;64;8273;815;282;100;250;258;52;90;10;43;898;5475;20140101
AT1;AT13;AT130;.;.;1;65;8928;741;256;145;188;217;45;80;12;38;891;6315;20140101
AT1;AT13;AT130;.;.;1;66;9049;615;251;192;135;168;40;82;13;29;752;6772;20140101
AT1;AT13;AT130;.;.;1;67;6970;438;193;220;141;193;53;76;8;37;748;4863;20140101
AT1;AT13;AT130;.;.;1;68;6442;304;198;355;96;90;29;77;18;25;764;4486;20140101
AT1;AT13;AT130;.;.;1;69;8232;373;149;314;133;111;35;77;8;20;890;6122;20140101
AT1;AT13;AT130;.;.;1;70;8072;336;104;264;108;82;45;76;17;18;764;6258;20140101
AT1;AT13;AT130;.;.;1;71;7560;302;118;243;87;80;45;69;17;14;682;5903;20140101
AT1;AT13;AT130;.;.;1;72;8278;249;90;247;71;82;39;60;5;22;732;6681;20140101
